topic_a,topic_b,beta_cosine,top20_word_overlap,combined_mean_theta_usage,combined_top1_spectrum_count
53,284,1.0,1.0,0.00014455760187804487,0
53,300,1.0,1.0,0.00014456214894819562,0
53,308,1.0,1.0,0.0001445593296614432,0
53,310,1.0,1.0,0.00014455771623399677,0
53,311,1.0,1.0,0.00014456271297934856,0
53,392,1.0,1.0,0.000144562780134052,0
53,404,1.0,1.0,0.000144559946572715,0
53,442,1.0,1.0,0.00014456016898285967,0
53,462,1.0,1.0,0.00014456184561805727,0
53,505,1.0,1.0,0.00014456034463601958,0
53,544,1.0,1.0,0.000144563499749477,0
53,555,1.0,1.0,0.00014456047786393637,0
53,609,1.0,1.0,0.00014456164204146857,0
53,633,1.0,1.0,0.00014456445449950722,0
53,652,1.0,1.0,0.00014456111885628338,0
53,662,1.0,1.0,0.00014456266932311645,0
53,679,1.0,1.0,0.0001445625270515599,0
53,722,1.0,1.0,0.00014456363943232236,0
53,731,1.0,1.0,0.00014455924935631608,0
53,745,1.0,1.0,0.0001445619629104554,0
53,746,1.0,1.0,0.0001445620671452167,0
53,771,1.0,1.0,0.00014455846248682464,0
53,819,1.0,1.0,0.00014456263143455128,0
53,920,1.0,1.0,0.00014455625390218202,0
53,924,1.0,1.0,0.00014456213352895055,0
53,925,1.0,1.0,0.00014456269277349492,0
53,948,1.0,1.0,0.0001445652301875553,0
53,965,1.0,1.0,0.00014455691550131994,0
53,997,1.0,1.0,0.00014456262418625508,0
56,113,1.0,1.0,0.00014456687688483013,0
56,118,1.0,1.0,0.0001445643212888839,0
56,143,1.0,1.0,0.00014456533926588251,0
56,160,1.0,1.0,0.00014456783456870046,0
56,169,1.0,1.0,0.00014456496789591255,0
56,179,1.0,1.0,0.00014456605518592462,0
56,284,1.0,1.0,0.00014455991062706594,0
56,300,1.0,1.0,0.00014456445769721668,0
56,311,1.0,1.0,0.0001445650217283696,0
56,442,1.0,1.0,0.0001445624777318807,0
56,505,1.0,1.0,0.00014456265338504061,0
56,536,1.0,1.0,0.00014456426044330957,0
56,614,1.0,1.0,0.00014456659459272933,0
56,643,1.0,1.0,0.0001445624122579464,0
56,650,1.0,1.0,0.00014456410643589197,0
56,859,1.0,1.0,0.00014456548723619088,0
56,862,1.0,1.0,0.00014456610832651141,0
56,882,1.0,1.0,0.00014457184021100355,0
56,898,1.0,1.0,0.00014456396941959072,0
56,903,1.0,1.0,0.0001445630462307587,0
56,937,1.0,1.0,0.00014456699868041218,0
56,965,1.0,1.0,0.00014455922425034098,0
56,980,1.0,1.0,0.00014456536813524612,0
57,284,1.0,1.0,0.00014455232223718387,0
58,130,1.0,1.0,0.00014456296150892967,0
58,169,1.0,1.0,0.00014456133826892595,0
58,179,1.0,1.0,0.000144562425558938,0
58,187,1.0,1.0,0.00014456268991102532,0
58,252,1.0,1.0,0.00014456225936385222,0
58,274,1.0,1.0,0.00014456609649197017,0
58,284,1.0,1.0,0.00014455628100007933,0
58,442,1.0,1.0,0.0001445588481048941,0
58,462,1.0,1.0,0.0001445605247400917,0
58,611,1.0,1.0,0.00014456452124730136,0
58,679,1.0,1.0,0.00014456120617359434,0
58,722,1.0,1.0,0.00014456231855435682,0
58,746,1.0,1.0,0.00014456074626725113,0
58,819,1.0,1.0,0.00014456131055658574,0
58,847,1.0,1.0,0.0001445597302905388,0
58,934,1.0,1.0,0.00014455936521281753,0
58,997,1.0,1.0,0.00014456130330828954,0
66,160,1.0,1.0,0.00014457272940197983,0
66,196,1.0,1.0,0.0001445721144426864,0
66,225,1.0,1.0,0.0001445732977230649,0
66,317,1.0,1.0,0.00014457913192250196,0
66,396,1.0,1.0,0.0001445737162795444,0
66,413,1.0,1.0,0.00014457263815185873,0
66,570,1.0,1.0,0.0001445778730220086,0
66,614,1.0,1.0,0.0001445714894260087,0
66,679,1.0,1.0,0.00014456973063386034,0
67,87,1.0,1.0,0.00014456952184174065,0
67,100,1.0,1.0,0.00014456180594982587,0
67,103,1.0,1.0,0.00014456460738786745,0
67,113,1.0,1.0,0.00014456438902720484,0
67,129,1.0,1.0,0.0001445666422546107,0
67,169,1.0,1.0,0.00014456248003828727,0
67,187,1.0,1.0,0.00014456383168038662,0
67,204,1.0,1.0,0.00014456117084517926,0
67,261,1.0,1.0,0.0001445683257323275,0
67,300,1.0,1.0,0.00014456196983959137,0
67,306,1.0,1.0,0.00014456758652831015,0
67,311,1.0,1.0,0.00014456253387074431,0
67,382,1.0,1.0,0.00014456051368374095,0
67,392,1.0,1.0,0.00014456260102544774,0
67,442,1.0,1.0,0.00014455998987425542,0
67,448,1.0,1.0,0.00014456873454134247,0
67,475,1.0,1.0,0.0001445640525966645,0
67,507,1.0,1.0,0.00014456240803623028,0
67,544,1.0,1.0,0.00014456332064087274,0
67,570,1.0,1.0,0.0001445704903311039,0
67,614,1.0,1.0,0.000144564106735104,0
67,623,1.0,1.0,0.0001445672827885157,0
67,626,1.0,1.0,0.0001445627044967001,0
67,635,1.0,1.0,0.00014456789411394408,0
67,662,1.0,1.0,0.0001445624902145122,0
67,665,1.0,1.0,0.000144561948114742,0
67,670,1.0,1.0,0.00014456066450004186,0
67,672,1.0,1.0,0.00014455771734674786,0
67,676,1.0,1.0,0.00014456533576353198,0
67,689,1.0,1.0,0.00014456151837587274,0
67,738,1.0,1.0,0.000144571269257809,0
67,741,1.0,1.0,0.00014456287432357983,0
67,746,1.0,1.0,0.00014456188803661245,0
67,754,1.0,1.0,0.00014455724518374553,0
67,809,1.0,1.0,0.00014456014755043981,0
67,889,1.0,1.0,0.00014456085343645552,0
67,903,1.0,1.0,0.0001445605583731334,0
67,925,1.0,1.0,0.00014456251366489067,0
67,933,1.0,1.0,0.0001445625796214912,0
67,937,1.0,1.0,0.0001445645108227869,0
67,945,1.0,1.0,0.00014456352274158136,0
67,965,1.0,1.0,0.0001445567363927157,0
67,982,1.0,1.0,0.0001445641941829491,0
67,987,1.0,1.0,0.00014455996205441752,0
67,997,1.0,1.0,0.00014456244507765083,0
76,377,1.0,1.0,0.00014456850574887656,0
84,100,1.0,1.0,0.00014456371747292385,0
84,203,1.0,1.0,0.00014456305783602905,0
84,283,1.0,1.0,0.000144559755506785,0
84,284,1.0,1.0,0.0001445593342925386,0
84,311,1.0,1.0,0.00014456444539384227,0
84,382,1.0,1.0,0.00014456242520683897,0
84,426,1.0,1.0,0.0001445610238548426,0
84,507,1.0,1.0,0.0001445643195593283,0
84,536,1.0,1.0,0.00014456368410878227,0
84,626,1.0,1.0,0.00014456461601979807,0
84,679,1.0,1.0,0.00014456425946605364,0
84,847,1.0,1.0,0.00014456278358299812,0
84,932,1.0,1.0,0.00014456869090042295,0
85,136,1.0,1.0,0.0001445746413097294,0
85,722,1.0,1.0,0.00014456819883121663,0
87,227,1.0,1.0,0.00014457043712438485,0
87,274,1.0,1.0,0.00014457575247790326,0
87,633,1.0,1.0,0.00014457278960747477,0
87,635,1.0,1.0,0.00014457640833051588,0
87,738,1.0,1.0,0.00014457978347438076,0
87,741,1.0,1.0,0.00014457138854015163,0
87,826,1.0,1.0,0.00014457084329920472,0
96,431,1.0,1.0,0.00014468892213791705,0
96,841,1.0,1.0,0.00014468782346917984,0
100,103,1.0,1.0,0.00014456540571252443,0
100,118,1.0,1.0,0.00014456263175591558,0
100,215,1.0,1.0,0.0001445583616124858,0
100,217,1.0,1.0,0.00014456033252877444,0
100,343,1.0,1.0,0.00014456807174788764,0
100,507,1.0,1.0,0.00014456320636088726,0
100,544,1.0,1.0,0.00014456411896552972,0
100,609,1.0,1.0,0.0001445622612575213,0
100,633,1.0,1.0,0.00014456507371555995,0
100,654,1.0,1.0,0.00014456236190010815,0
100,920,1.0,1.0,0.00014455687311823475,0
103,118,1.0,1.0,0.00014456543319395714,0
103,129,1.0,1.0,0.00014457024201730925,0
103,343,1.0,1.0,0.00014457087318592922,0
103,413,1.0,1.0,0.0001445688552236526,0
103,481,1.0,1.0,0.00014456212335144726,0
103,555,1.0,1.0,0.00014456389851803065,0
103,626,1.0,1.0,0.00014456630425939865,0
103,859,1.0,1.0,0.0001445665991412641,0
103,889,1.0,1.0,0.0001445644531991541,0
103,932,1.0,1.0,0.0001445703791400235,0
103,997,1.0,1.0,0.0001445660448403494,0
105,169,1.0,1.0,0.0001445667977615995,0
105,308,1.0,1.0,0.00014456346827615123,0
105,406,1.0,1.0,0.00014457049064204935,0
105,876,1.0,1.0,0.0001445676141043158,0
112,238,1.0,1.0,0.00014467524842363543,0
113,143,1.0,1.0,0.00014456623281029318,0
113,179,1.0,1.0,0.00014456694873033523,0
113,196,1.0,1.0,0.00014456811315381767,0
113,203,1.0,1.0,0.00014456452771496701,0
113,225,1.0,1.0,0.00014456929643419616,0
113,274,1.0,1.0,0.0001445706196633674,0
113,283,1.0,1.0,0.00014456122538572294,0
113,284,1.0,1.0,0.00014456080417147655,0
113,340,1.0,1.0,0.00014456696571070086,0
113,348,1.0,1.0,0.00014457401380096985,0
113,353,1.0,1.0,0.0001445639144905015,0
113,499,1.0,1.0,0.00014457218062126457,0
113,507,1.0,1.0,0.00014456578943826623,0
113,529,1.0,1.0,0.00014456824052858227,0
113,537,1.0,1.0,0.00014456546585686202,0
113,553,1.0,1.0,0.00014456675940333486,0
113,611,1.0,1.0,0.00014456904441869858,0
113,635,1.0,1.0,0.00014457127551598003,0
113,737,1.0,1.0,0.00014456958241251423,0
113,847,1.0,1.0,0.00014456425346193606,0
113,859,1.0,1.0,0.0001445663807806015,0
113,898,1.0,1.0,0.00014456486296400133,0
113,948,1.0,1.0,0.000144568432480987,0
113,962,1.0,1.0,0.00014456686561362044,0
113,980,1.0,1.0,0.00014456626167965673,0
113,997,1.0,1.0,0.00014456582647968678,0
115,132,1.0,1.0,0.00014456399712370425,0
115,146,1.0,1.0,0.00014456635675623588,0
115,161,1.0,1.0,0.000144561056035775,0
115,204,1.0,1.0,0.00014456350327169602,0
115,217,1.0,1.0,0.00014456186663063423,0
115,312,1.0,1.0,0.00014456619451593905,0
115,348,1.0,1.0,0.0001445729648254507,0
115,358,1.0,1.0,0.00014456310347286098,0
115,375,1.0,1.0,0.00014456805103976478,0
115,392,1.0,1.0,0.0001445649334519645,0
115,403,1.0,1.0,0.00014457096863093057,0
115,551,1.0,1.0,0.00014456180204179626,0
115,611,1.0,1.0,0.00014456799544317942,0
115,615,1.0,1.0,0.00014456712878072357,0
115,626,1.0,1.0,0.00014456503692321685,0
115,635,1.0,1.0,0.00014457022654046088,0
115,638,1.0,1.0,0.00014456101770635556,0
115,661,1.0,1.0,0.00014455975704022288,0
115,665,1.0,1.0,0.00014456428054125876,0
115,672,1.0,1.0,0.00014456004977326462,0
115,682,1.0,1.0,0.00014457253032043707,0
115,722,1.0,1.0,0.00014456579275023488,0
115,822,1.0,1.0,0.0001445638859034231,0
115,889,1.0,1.0,0.00014456318586297232,0
118,160,1.0,1.0,0.00014456617251716486,0
118,169,1.0,1.0,0.00014456330584437696,0
118,225,1.0,1.0,0.00014456674083824993,0
118,274,1.0,1.0,0.00014456806406742116,0
118,311,1.0,1.0,0.000144563359676834,0
118,358,1.0,1.0,0.0001445615968524339,0
118,421,1.0,1.0,0.00014455788137197182,0
118,442,1.0,1.0,0.0001445608156803451,0
118,475,1.0,1.0,0.0001445648784027542,0
118,662,1.0,1.0,0.0001445633160206019,0
118,665,1.0,1.0,0.0001445627739208317,0
118,741,1.0,1.0,0.00014456370012966955,0
118,746,1.0,1.0,0.00014456271384270217,0
118,903,1.0,1.0,0.0001445613841792231,0
118,920,1.0,1.0,0.0001445569005996675,0
118,924,1.0,1.0,0.00014456278022643602,0
118,925,1.0,1.0,0.00014456333947098036,0
118,948,1.0,1.0,0.00014456587688504077,0
118,997,1.0,1.0,0.00014456327088374055,0
129,744,1.0,1.0,0.0001445680772625762,0
129,876,1.0,1.0,0.00014456893101044536,0
130,375,1.0,1.0,0.00014456881426637013,0
130,876,1.0,1.0,0.00014456639203412565,0
132,862,1.0,1.0,0.00014456427754090472,0
132,971,1.0,1.0,0.00014456540725643987,0
135,348,1.0,1.0,0.0001445759854942664,0
135,782,1.0,1.0,0.00014456845177397606,0
137,204,1.0,1.0,0.00014456238518699188,0
141,399,1.0,1.0,0.00014457591098636125,0
143,203,1.0,1.0,0.0001445629900960194,0
143,283,1.0,1.0,0.00014455968776677533,0
143,300,1.0,1.0,0.0001445638136226797,0
143,308,1.0,1.0,0.0001445609943359273,0
143,442,1.0,1.0,0.00014456183365734376,0
143,505,1.0,1.0,0.00014456200931050366,0
143,529,1.0,1.0,0.00014456670290963468,0
143,609,1.0,1.0,0.00014456330671595266,0
143,614,1.0,1.0,0.00014456595051819235,0
143,635,1.0,1.0,0.00014456973789703242,0
143,920,1.0,1.0,0.0001445579185766661,0
143,924,1.0,1.0,0.00014456379820343464,0
143,925,1.0,1.0,0.000144564357447979,0
143,997,1.0,1.0,0.00014456428886073917,0
146,309,1.0,1.0,0.00014456454127780098,0
146,342,1.0,1.0,0.00014457408000231978,0
146,614,1.0,1.0,0.00014456712343965424,0
146,932,1.0,1.0,0.00014456979608187516,0
152,300,1.0,1.0,0.00014456595954078497,0
152,311,1.0,1.0,0.00014456652357193792,0
152,326,1.0,1.0,0.00014457048476666074,0
152,353,1.0,1.0,0.00014456452278965916,0
152,670,1.0,1.0,0.00014456465420123547,0
152,962,1.0,1.0,0.0001445674739127781,0
153,326,1.0,1.0,0.00014457189118106508,0
153,678,1.0,1.0,0.0001445740046961691,0
153,810,1.0,1.0,0.0001445649704563369,0
153,932,1.0,1.0,0.0001445721754929229,0
160,161,1.0,1.0,0.0001445630626951645,0
160,187,1.0,1.0,0.0001445681707662929,0
160,196,1.0,1.0,0.00014456907083768797,0
160,252,1.0,1.0,0.0001445677402191198,0
160,261,1.0,1.0,0.00014457266481823376,0
160,283,1.0,1.0,0.00014456218306959327,0
160,475,1.0,1.0,0.0001445683916825708,0
160,544,1.0,1.0,0.00014456765972677903,0
160,555,1.0,1.0,0.00014456463784123837,0
160,654,1.0,1.0,0.00014456590266135743,0
160,676,1.0,1.0,0.00014456967484943823,0
160,689,1.0,1.0,0.00014456585746177903,0
160,695,1.0,1.0,0.00014457018510085593,0
160,709,1.0,1.0,0.00014457015611023588,0
160,741,1.0,1.0,0.00014456721340948611,0
160,809,1.0,1.0,0.0001445644866363461,0
160,826,1.0,1.0,0.0001445666681685392,0
160,855,1.0,1.0,0.0001445683519301488,0
160,859,1.0,1.0,0.00014456733846447185,0
160,925,1.0,1.0,0.00014456685275079695,0
160,948,1.0,1.0,0.00014456939016485734,0
160,971,1.0,1.0,0.00014456908927032756,0
160,982,1.0,1.0,0.00014456853326885537,0
160,986,1.0,1.0,0.0001445660778168878,0
160,997,1.0,1.0,0.0001445667841635571,0
161,165,1.0,1.0,0.00014455996705727825,0
161,187,1.0,1.0,0.00014456154766447597,0
161,252,1.0,1.0,0.00014456111711730286,0
161,301,1.0,1.0,0.00014456237819791747,0
161,343,1.0,1.0,0.00014456498940731998,0
161,358,1.0,1.0,0.00014455848703043354,0
161,382,1.0,1.0,0.0001445582296678303,0
161,396,1.0,1.0,0.00014456404957272908,0
161,414,1.0,1.0,0.00014456025919063403,0
161,526,1.0,1.0,0.00014456326895009668,0
161,634,1.0,1.0,0.0001445632796594789,0
161,635,1.0,1.0,0.00014456561009803344,0
161,847,1.0,1.0,0.00014455858804398946,0
161,855,1.0,1.0,0.00014456172882833186,0
161,859,1.0,1.0,0.00014456071536265492,0
161,920,1.0,1.0,0.0001445537907776671,0
161,924,1.0,1.0,0.00014455967040443563,0
161,965,1.0,1.0,0.00014455445237680501,0
161,971,1.0,1.0,0.00014456246616851063,0
164,609,1.0,1.0,0.0001445680012095788,0
164,930,1.0,1.0,0.0001445730597172717,0
165,442,1.0,1.0,0.00014456123332227543,0
165,859,1.0,1.0,0.00014456424282658557,0
165,938,1.0,1.0,0.0001445654237502308,0
169,187,1.0,1.0,0.000144565304093505,0
169,204,1.0,1.0,0.00014456264325829764,0
169,252,1.0,1.0,0.00014456487354633186,0
169,257,1.0,1.0,0.00014456796447217854,0
169,265,1.0,1.0,0.00014456272159756977,0
169,279,1.0,1.0,0.00014456678673327683,0
169,281,1.0,1.0,0.00014455801483330302,0
169,308,1.0,1.0,0.00014456062296595734,0
169,311,1.0,1.0,0.00014456400628386267,0
169,392,1.0,1.0,0.00014456407343856612,0
169,421,1.0,1.0,0.00014455852797900048,0
169,442,1.0,1.0,0.00014456146228737377,0
169,475,1.0,1.0,0.00014456552500978286,0
169,526,1.0,1.0,0.0001445670253791257,0
169,536,1.0,1.0,0.00014456324499880266,0
169,544,1.0,1.0,0.00014456479305399112,0
169,615,1.0,1.0,0.00014456626876732518,0
169,635,1.0,1.0,0.00014456936652706246,0
169,689,1.0,1.0,0.00014456299078899112,0
169,716,1.0,1.0,0.0001445689090684203,0
169,757,1.0,1.0,0.0001445650042572877,0
169,783,1.0,1.0,0.00014456655283805897,0
169,876,1.0,1.0,0.00014456476879412192,0
169,880,1.0,1.0,0.00014455864171995146,0
169,920,1.0,1.0,0.00014455754720669615,0
169,925,1.0,1.0,0.00014456398607800902,0
169,927,1.0,1.0,0.00014456275314625108,0
169,933,1.0,1.0,0.00014456405203460955,0
169,972,1.0,1.0,0.0001445616874556838,0
169,982,1.0,1.0,0.00014456566659606744,0
169,987,1.0,1.0,0.00014456143446753587,0
174,353,1.0,1.0,0.00014456422780290357,0
174,526,1.0,1.0,0.00014456924768044537,0
179,225,1.0,1.0,0.00014456847473529066,0
179,300,1.0,1.0,0.00014456452954272179,0
179,301,1.0,1.0,0.00014456722191695854,0
179,343,1.0,1.0,0.00014456983312636108,0
179,382,1.0,1.0,0.0001445630733868714,0
179,404,1.0,1.0,0.0001445623271672412,0
179,426,1.0,1.0,0.00014456167203487504,0
179,462,1.0,1.0,0.0001445642262125834,0
179,507,1.0,1.0,0.00014456496773936073,0
179,526,1.0,1.0,0.00014456811266913778,0
